transaction_id,account_id,date,merchant_name,merchant_normalized,amount,currency,category,pending,transaction_type,iso_currency_code,merchant_id
t_00333,c_003,2025-05-18,Costco Photo,COSTCO PHOTO,61.87,USD,retail,false,purchase,USD,merch_6856
t_00334,c_004,2025-09-24,Etsy,ETSY,165.91,USD,online_retail,false,purchase,USD,merch_4358
t_00335,c_001,2025-11-03,Hulu,HULU,29.99,USD,subscriptions,false,subscription,USD,merch_9712
t_00336,c_013,2025-09-11,Best Buy,BEST BUY,198.82,USD,electronics,false,purchase,USD,merch_0621
t_00337,c_004,2025-10-31,Costco Photo,COSTCO PHOTO,308.76,USD,retail,false,purchase,USD,merch_6856
t_00338,c_001,2025-09-08,United Airlines #609,UNITED AIRLINES,88.61,USD,travel,false,purchase,USD,merch_2270
t_00339,c_002,2025-09-07,Walmart,WALMART,101.39,USD,retail,false,purchase,USD,merch_6154
t_00340,c_002,2025-10-04,Grubhub,GRUBHUB,22.56,USD,food_delivery,false,purchase,USD,merch_6470
t_00341,c_019,2025-08-19,Adidas,ADIDAS,272.29,USD,retail,false,purchase,USD,merch_7024
t_00342,c_010,2025-10-03,Costco Photo,COSTCO PHOTO,171.29,USD,retail,false,purchase,USD,merch_6856
t_00343,c_018,2025-06-10,Lyft,LYFT,37.04,USD,ride_share,false,purchase,USD,merch_3632
t_00344,c_012,2025-05-28,Costco Photo,COSTCO PHOTO,214.54,USD,retail,false,purchase,USD,merch_6856
t_00345,c_014,2025-10-01,Hulu,HULU,29.99,USD,subscriptions,false,subscription,USD,merch_9712
t_00346,c_008,2025-08-24,Burger King,BURGER KING,73.61,USD,fast_food,false,purchase,USD,merch_3290
t_00347,c_014,2025-06-19,Stripe Payment #249,STRIPE PAYMENT,131.22,USD,services,false,purchase,USD,merch_3089
t_00348,c_003,2025-07-16,Home Depot #742,HOME DEPOT,997.85,USD,home_improvement,false,purchase,USD,merch_6699
t_00349,c_013,2025-05-20,Expedia,EXPEDIA,1054.66,USD,travel,false,purchase,USD,merch_2761
t_00350,c_019,2025-05-21,Nike #214,NIKE,349.09,USD,retail,false,purchase,USD,merch_2678
t_00351,c_001,2025-09-15,Delta Air Lines,DELTA AIR LINES,184.91,USD,travel,false,purchase,USD,merch_1192
t_00352,c_016,2025-09-07,Expedia,EXPEDIA,506.13,USD,travel,false,purchase,USD,merch_2761
t_00353,c_011,2025-08-28,Costco Gas,COSTCO GAS,71.90,USD,fuel,false,purchase,USD,merch_0980
t_00354,c_012,2025-06-30,DoorDash,DOORDASH,65.21,USD,food_delivery,false,purchase,USD,merch_4268
t_00355,c_011,2025-09-17,Home Depot,HOME DEPOT,69.17,USD,home_improvement,false,purchase,USD,merch_6699
t_00356,c_005,2025-11-04,Apple Store,APPLE STORE,707.08,USD,electronics,false,purchase,USD,merch_3164
t_00357,c_010,2025-09-30,Delta Air Lines,DELTA AIR LINES,486.82,USD,travel,false,purchase,USD,merch_1192
t_00358,c_016,2025-06-21,Steam,STEAM,20.92,USD,digital,false,purchase,USD,merch_3309
t_00359,c_016,2025-05-28,DoorDash,DOORDASH,59.96,USD,food_delivery,false,purchase,USD,merch_4268
t_00360,c_005,2025-06-22,DoorDash #911,DOORDASH,45.66,USD,food_delivery,false,purchase,USD,merch_4268
t_00361,c_002,2025-06-27,Walmart,WALMART,38.99,USD,retail,false,purchase,USD,merch_6154
t_00362,c_002,2025-11-07,Verizon Wireless #646,VERIZON WIRELESS,119.56,USD,utilities,false,purchase,USD,merch_2466
t_00363,c_001,2025-09-14,Grubhub,GRUBHUB,9.53,USD,food_delivery,false,purchase,USD,merch_6470
t_00364,c_020,2025-07-08,Costco Photo,COSTCO PHOTO,12.58,USD,retail,false,purchase,USD,merch_6856
t_00365,c_001,2025-11-04,Stripe Payment,STRIPE PAYMENT,270.19,USD,services,false,purchase,USD,merch_3089
t_00366,c_017,2025-05-14,T-Mobile,T-MOBILE,455.34,USD,utilities,false,purchase,USD,merch_3547
t_00367,c_004,2025-06-27,Burger King #635,BURGER KING,44.48,USD,fast_food,false,purchase,USD,merch_3290
t_00368,c_009,2025-07-30,Costco Wholesale,COSTCO WHOLESALE,168.35,USD,groceries,false,purchase,USD,merch_1368
t_00369,c_008,2025-08-24,Costco Wholesale,COSTCO WHOLESALE,344.71,USD,groceries,false,purchase,USD,merch_1368
t_00370,c_003,2025-07-28,Costco Gas,COSTCO GAS,58.08,USD,fuel,false,purchase,USD,merch_0980
t_00371,c_006,2025-10-18,DoorDash,DOORDASH,53.37,USD,food_delivery,false,purchase,USD,merch_4268
t_00372,c_004,2025-06-26,Walmart #923,WALMART,348.57,USD,retail,false,purchase,USD,merch_6154
t_00373,c_016,2025-08-31,Walmart,WALMART,276.93,USD,retail,false,purchase,USD,merch_6154
t_00374,c_018,2025-06-17,Costco Photo #952,COSTCO PHOTO,341.67,USD,retail,true,purchase,USD,merch_6856
t_00375,c_007,2025-06-11,Burger King,BURGER KING,58.45,USD,fast_food,false,purchase,USD,merch_3290
t_00376,c_003,2025-08-24,Uber,UBER,47.50,USD,ride_share,false,purchase,USD,merch_9196
t_00377,c_018,2025-08-16,Costco Gas,COSTCO GAS,31.20,USD,fuel,false,purchase,USD,merch_0980
t_00378,c_003,2025-07-03,Sephora #448,SEPHORA,119.91,USD,personal_care,false,purchase,USD,merch_4100
t_00379,c_020,2025-06-04,Expedia,EXPEDIA,939.59,USD,travel,true,purchase,USD,merch_2761
t_00380,c_009,2025-07-16,DoorDash #567,DOORDASH,75.59,USD,food_delivery,false,purchase,USD,merch_4268
t_00381,c_019,2025-05-23,Costco Gas #634,COSTCO GAS,43.63,USD,fuel,false,purchase,USD,merch_0980
t_00382,c_003,2025-10-18,Netflix #729,NETFLIX,12.99,USD,subscriptions,false,subscription,USD,merch_9684
t_00383,c_011,2025-08-08,Shell Oil Station #966,SHELL OIL STATION,44.66,USD,fuel,false,purchase,USD,merch_8266
t_00384,c_009,2025-10-13,McDonald's #442,MCDONALD'S,38.66,USD,fast_food,false,purchase,USD,merch_8353
t_00385,c_014,2025-10-13,Whole Foods Market #568,WHOLE FOODS MARKET,46.30,USD,groceries,false,purchase,USD,merch_7275
t_00386,c_011,2025-08-02,Starbucks #398,STARBUCKS,16.25,USD,coffee,false,purchase,USD,merch_8600
t_00387,c_018,2025-09-07,Adidas,ADIDAS,277.27,USD,retail,false,purchase,USD,merch_7024
t_00388,c_009,2025-08-23,Netflix,NETFLIX,9.99,USD,subscriptions,false,subscription,USD,merch_9684
t_00389,c_009,2025-07-24,Hulu,HULU,9.99,USD,subscriptions,false,subscription,USD,merch_9712
t_00390,c_008,2025-06-01,DoorDash,DOORDASH,19.67,USD,food_delivery,false,purchase,USD,merch_4268
t_00391,c_010,2025-11-07,AT&T Wireless,AT&T WIRELESS,312.00,USD,utilities,false,purchase,USD,merch_5789
t_00392,c_011,2025-07-19,Safeway,SAFEWAY,331.18,USD,groceries,false,purchase,USD,merch_5547
t_00393,c_020,2025-10-05,Hulu,HULU,12.99,USD,subscriptions,false,subscription,USD,merch_9712
t_00394,c_006,2025-07-30,Trader Joe's #712,TRADER JOE'S,256.83,USD,groceries,false,purchase,USD,merch_3050
t_00395,c_008,2025-08-17,Costco Gas #805,COSTCO GAS,51.43,USD,fuel,false,purchase,USD,merch_0980
t_00396,c_019,2025-09-18,Booking.com,BOOKING.COM,256.92,USD,travel,false,purchase,USD,merch_8428
t_00397,c_001,2025-07-13,United Airlines,UNITED AIRLINES,385.03,USD,travel,false,purchase,USD,merch_2270
t_00398,c_014,2025-05-20,DoorDash #311,DOORDASH,23.15,USD,food_delivery,false,purchase,USD,merch_4268
t_00399,c_014,2025-08-04,Target,TARGET,243.19,USD,retail,false,purchase,USD,merch_7196
t_00400,c_018,2025-07-02,Verizon Wireless,VERIZON WIRELESS,396.41,USD,utilities,false,purchase,USD,merch_2466
t_00401,c_018,2025-06-09,Microsoft Xbox,MICROSOFT XBOX,7.45,USD,digital,false,purchase,USD,merch_4990
t_00402,c_012,2025-09-27,Steam,STEAM,34.23,USD,digital,false,purchase,USD,merch_3309
t_00403,c_013,2025-08-16,T-Mobile #101,T-MOBILE,133.08,USD,utilities,false,purchase,USD,merch_3547
t_00404,c_017,2025-06-19,Booking.com,BOOKING.COM,304.19,USD,travel,false,purchase,USD,merch_8428
t_00405,c_015,2025-05-19,Booking.com,BOOKING.COM,223.36,USD,travel,false,purchase,USD,merch_8428
t_00406,c_016,2025-10-13,Spotify,SPOTIFY,9.99,USD,subscriptions,false,subscription,USD,merch_4481
t_00407,c_005,2025-08-11,Hulu,HULU,12.99,USD,subscriptions,false,subscription,USD,merch_9712
t_00408,c_012,2025-07-10,Shell Oil Station,SHELL OIL STATION,75.74,USD,fuel,false,purchase,USD,merch_8266
t_00409,c_010,2025-10-28,Chevron #352,CHEVRON,71.84,USD,fuel,false,purchase,USD,merch_7341
t_00410,c_006,2025-09-07,Stripe Payment #164,STRIPE PAYMENT,168.84,USD,services,false,purchase,USD,merch_3089
t_00411,c_015,2025-09-10,AT&T Wireless,AT&T WIRELESS,97.26,USD,utilities,false,purchase,USD,merch_5789
t_00412,c_013,2025-11-01,Google Play,GOOGLE PLAY,27.52,USD,digital,false,purchase,USD,merch_7969
t_00413,c_001,2025-05-12,United Airlines #771,UNITED AIRLINES,859.32,USD,travel,false,purchase,USD,merch_2270
t_00414,c_019,2025-10-13,Etsy #334,ETSY,248.53,USD,online_retail,false,purchase,USD,merch_4358
t_00415,c_016,2025-06-26,Microsoft Xbox,MICROSOFT XBOX,23.93,USD,digital,false,purchase,USD,merch_4990
t_00416,c_004,2025-08-11,Sephora,SEPHORA,310.59,USD,personal_care,false,purchase,USD,merch_4100
t_00417,c_010,2025-06-04,Booking.com #138,BOOKING.COM,410.16,USD,travel,false,purchase,USD,merch_8428
t_00418,c_004,2025-09-23,Home Depot,HOME DEPOT,620.33,USD,home_improvement,false,purchase,USD,merch_6699
t_00419,c_005,2025-06-14,Costco Gas,COSTCO GAS,58.93,USD,fuel,false,purchase,USD,merch_0980
t_00420,c_006,2025-06-19,Uber,UBER,15.52,USD,ride_share,false,purchase,USD,merch_9196
t_00421,c_015,2025-06-03,Amazon.com,AMAZON.COM,1142.93,USD,online_retail,false,purchase,USD,merch_3850
t_00422,c_007,2025-08-02,Nike,NIKE,203.04,USD,retail,false,purchase,USD,merch_2678
t_00423,c_014,2025-07-18,DoorDash #579,DOORDASH,7.31,USD,food_delivery,false,purchase,USD,merch_4268
t_00424,c_010,2025-10-31,Netflix #296,NETFLIX,12.99,USD,subscriptions,false,subscription,USD,merch_9684
t_00425,c_019,2025-07-05,Nike,NIKE,233.36,USD,retail,false,purchase,USD,merch_2678
t_00426,c_018,2025-08-07,Etsy,ETSY,64.31,USD,online_retail,false,purchase,USD,merch_4358
t_00427,c_018,2025-09-14,T-Mobile #850,T-MOBILE,328.57,USD,utilities,false,purchase,USD,merch_3547
t_00428,c_002,2025-07-16,Apple Store,APPLE STORE,982.82,USD,electronics,false,purchase,USD,merch_3164
t_00429,c_004,2025-09-09,United Airlines,UNITED AIRLINES,726.11,USD,travel,false,purchase,USD,merch_2270
t_00430,c_020,2025-05-31,T-Mobile #143,T-MOBILE,393.50,USD,utilities,false,purchase,USD,merch_3547
t_00431,c_002,2025-06-16,Sephora,SEPHORA,300.44,USD,personal_care,false,purchase,USD,merch_4100
t_00432,c_010,2025-08-26,Adidas #879,ADIDAS,210.62,USD,retail,false,purchase,USD,merch_7024
t_00433,c_004,2025-10-05,Verizon Wireless,VERIZON WIRELESS,496.28,USD,utilities,false,purchase,USD,merch_2466
t_00434,c_005,2025-05-13,McDonald's #729,MCDONALD'S,29.16,USD,fast_food,false,purchase,USD,merch_8353
t_00435,c_013,2025-07-06,Burger King,BURGER KING,25.15,USD,fast_food,false,purchase,USD,merch_3290
t_00436,c_015,2025-10-20,Microsoft Xbox,MICROSOFT XBOX,46.36,USD,digital,false,purchase,USD,merch_4990
t_00437,c_009,2025-05-15,Home Depot,HOME DEPOT,593.33,USD,home_improvement,false,purchase,USD,merch_6699
t_00438,c_003,2025-07-14,Microsoft Xbox,MICROSOFT XBOX,22.14,USD,digital,false,purchase,USD,merch_4990
t_00439,c_018,2025-07-30,United Airlines,UNITED AIRLINES,998.57,USD,travel,false,purchase,USD,merch_2270
t_00440,c_011,2025-08-28,Safeway,SAFEWAY,60.93,USD,groceries,false,purchase,USD,merch_5547
t_00441,c_011,2025-05-18,Amazon.com #642,AMAZON.COM,943.91,USD,online_retail,false,purchase,USD,merch_3850
t_00442,c_004,2025-09-29,Airbnb,AIRBNB,1190.61,USD,travel,false,purchase,USD,merch_4884
t_00443,c_005,2025-05-26,Hulu #956,HULU,15.49,USD,subscriptions,false,subscription,USD,merch_9712
t_00444,c_012,2025-09-05,Costco Wholesale,COSTCO WHOLESALE,362.48,USD,groceries,false,purchase,USD,merch_1368
t_00445,c_013,2025-06-01,Hulu,HULU,12.99,USD,subscriptions,false,subscription,USD,merch_9712
t_00446,c_003,2025-05-12,Shell Oil Station #489,SHELL OIL STATION,26.24,USD,fuel,false,purchase,USD,merch_8266
t_00447,c_017,2025-05-18,Airbnb #713,AIRBNB,445.11,USD,travel,false,purchase,USD,merch_4884
t_00448,c_014,2025-05-15,McDonald's,MCDONALD'S,22.17,USD,fast_food,false,purchase,USD,merch_8353
t_00449,c_004,2025-10-13,Trader Joe's,TRADER JOE'S,126.71,USD,groceries,false,purchase,USD,merch_3050
t_00450,c_005,2025-05-28,Burger King #577,BURGER KING,5.64,USD,fast_food,false,purchase,USD,merch_3290
t_00451,c_015,2025-08-11,United Airlines,UNITED AIRLINES,224.08,USD,travel,false,purchase,USD,merch_2270
t_00452,c_015,2025-09-14,Costco Wholesale,COSTCO WHOLESALE,64.61,USD,groceries,false,purchase,USD,merch_1368
t_00453,c_013,2025-08-11,T-Mobile,T-MOBILE,74.22,USD,utilities,false,purchase,USD,merch_3547
t_00454,c_003,2025-09-06,Nike,NIKE,291.26,USD,retail,false,purchase,USD,merch_2678
t_00455,c_001,2025-05-24,Hulu #622,HULU,29.99,USD,subscriptions,false,subscription,USD,merch_9712
t_00456,c_013,2025-08-25,Steam #920,STEAM,47.83,USD,digital,false,purchase,USD,merch_3309
t_00457,c_013,2025-10-11,Best Buy,BEST BUY,718.81,USD,electronics,false,purchase,USD,merch_0621
t_00458,c_001,2025-08-08,Trader Joe's #882,TRADER JOE'S,337.20,USD,groceries,false,purchase,USD,merch_3050
t_00459,c_018,2025-05-18,Lyft,LYFT,76.58,USD,ride_share,false,purchase,USD,merch_3632
t_00460,c_001,2025-06-11,Target #221,TARGET,25.53,USD,retail,false,purchase,USD,merch_7196
t_00461,c_013,2025-07-02,Spotify,SPOTIFY,29.99,USD,subscriptions,false,subscription,USD,merch_4481
t_00462,c_014,2025-05-13,AT&T Wireless #550,AT&T WIRELESS,271.14,USD,utilities,false,purchase,USD,merch_5789
t_00463,c_003,2025-08-21,Costco Wholesale,COSTCO WHOLESALE,89.25,USD,groceries,false,purchase,USD,merch_1368
t_00464,c_018,2025-08-17,AT&T Wireless,AT&T WIRELESS,382.80,USD,utilities,false,purchase,USD,merch_5789
t_00465,c_003,2025-08-21,T-Mobile,T-MOBILE,424.00,USD,utilities,false,purchase,USD,merch_3547
t_00466,c_003,2025-07-20,Chevron,CHEVRON,68.71,USD,fuel,false,purchase,USD,merch_7341
t_00467,c_006,2025-10-09,Starbucks,STARBUCKS,14.93,USD,coffee,false,purchase,USD,merch_8600
t_00468,c_012,2025-06-28,Stripe Payment,STRIPE PAYMENT,361.78,USD,services,false,purchase,USD,merch_3089
t_00469,c_005,2025-09-01,Chevron,CHEVRON,22.35,USD,fuel,false,purchase,USD,merch_7341
t_00470,c_009,2025-06-27,Target #999,TARGET,234.89,USD,retail,false,purchase,USD,merch_7196
t_00471,c_015,2025-07-01,Home Depot #880,HOME DEPOT,686.76,USD,home_improvement,false,purchase,USD,merch_6699
t_00472,c_009,2025-10-13,Adidas,ADIDAS,54.98,USD,retail,false,purchase,USD,merch_7024
t_00473,c_001,2025-10-28,Starbucks #484,STARBUCKS,9.19,USD,coffee,false,purchase,USD,merch_8600
t_00474,c_006,2025-10-30,Nike,NIKE,288.47,USD,retail,false,purchase,USD,merch_2678
t_00475,c_008,2025-08-18,Best Buy,BEST BUY,868.54,USD,electronics,false,purchase,USD,merch_0621
t_00476,c_003,2025-06-15,Home Depot #690,HOME DEPOT,1083.80,USD,home_improvement,false,purchase,USD,merch_6699
t_00477,c_017,2025-10-28,AT&T Wireless #477,AT&T WIRELESS,433.69,USD,utilities,false,purchase,USD,merch_5789
t_00478,c_010,2025-08-17,Costco Wholesale,COSTCO WHOLESALE,13.11,USD,groceries,false,purchase,USD,merch_1368
t_00479,c_019,2025-08-23,Google Play #378,GOOGLE PLAY,35.91,USD,digital,false,purchase,USD,merch_7969
t_00480,c_007,2025-06-22,Best Buy #955,BEST BUY,500.89,USD,electronics,false,purchase,USD,merch_0621
t_00481,c_012,2025-05-30,Starbucks,STARBUCKS,3.02,USD,coffee,false,purchase,USD,merch_8600
t_00482,c_010,2025-10-13,United Airlines,UNITED AIRLINES,323.89,USD,travel,false,purchase,USD,merch_2270
t_00483,c_002,2025-10-03,Netflix #944,NETFLIX,12.99,USD,subscriptions,false,subscription,USD,merch_9684
t_00484,c_017,2025-07-26,Home Depot,HOME DEPOT,901.26,USD,home_improvement,false,purchase,USD,merch_6699
t_00485,c_017,2025-10-05,Microsoft Xbox,MICROSOFT XBOX,5.41,USD,digital,false,purchase,USD,merch_4990
t_00486,c_014,2025-05-23,McDonald's #268,MCDONALD'S,68.82,USD,fast_food,false,purchase,USD,merch_8353
t_00487,c_013,2025-05-13,Trader Joe's,TRADER JOE'S,116.06,USD,groceries,false,purchase,USD,merch_3050
t_00488,c_007,2025-10-05,Booking.com #109,BOOKING.COM,239.03,USD,travel,false,purchase,USD,merch_8428
t_00489,c_014,2025-10-09,Etsy,ETSY,927.85,USD,online_retail,false,purchase,USD,merch_4358
t_00490,c_015,2025-09-02,Chevron #827,CHEVRON,74.88,USD,fuel,false,purchase,USD,merch_7341
t_00491,c_020,2025-10-29,United Airlines,UNITED AIRLINES,426.96,USD,travel,false,purchase,USD,merch_2270
t_00492,c_008,2025-08-09,AT&T Wireless,AT&T WIRELESS,340.21,USD,utilities,false,purchase,USD,merch_5789
t_00493,c_006,2025-11-01,AT&T Wireless,AT&T WIRELESS,280.20,USD,utilities,false,purchase,USD,merch_5789
t_00494,c_004,2025-07-13,Shell Oil Station,SHELL OIL STATION,31.18,USD,fuel,true,purchase,USD,merch_8266
t_00495,c_008,2025-10-06,Delta Air Lines,DELTA AIR LINES,478.08,USD,travel,false,purchase,USD,merch_1192
t_00496,c_003,2025-06-12,Booking.com #833,BOOKING.COM,136.24,USD,travel,false,purchase,USD,merch_8428
t_00497,c_007,2025-05-27,Airbnb,AIRBNB,155.78,USD,travel,false,purchase,USD,merch_4884
t_00498,c_011,2025-10-08,Walmart,WALMART,29.75,USD,retail,false,purchase,USD,merch_6154
t_00499,c_014,2025-07-30,DoorDash #700,DOORDASH,37.00,USD,food_delivery,false,purchase,USD,merch_4268
t_00500,c_006,2025-08-30,Netflix,NETFLIX,12.99,USD,subscriptions,true,subscription,USD,merch_9684
